path	sentence
common_voice_ky_17415462.mp3	Бул маселеде дагы башка жагдайлар бар, алар кийин ачыкка чыгат.
common_voice_ky_17415464.mp3	Анткени сценарийди башка адам жазат.
common_voice_ky_17415465.mp3	Ремонт кылганы бизде каражат жетишпейт.
common_voice_ky_17415486.mp3	Биз жөн гана шайлоодо утуш үчүн бириккен жокпуз.
common_voice_ky_17415487.mp3	Музейде салт ошондой дешет.
common_voice_ky_17415488.mp3	Буюмдарыбызды, акчаны ким кайтарып берет?
common_voice_ky_17415489.mp3	Учурда жабырлануучу төртүнчү шаардык ооруканада.
common_voice_ky_17415490.mp3	Ал чемпиондук кур өзүндө эки ай гана болоорун түшүнүп жатат.
common_voice_ky_17415514.mp3	Ал кезде миңден ашуун адам кармалган.
common_voice_ky_17415518.mp3	Ал жакка унааларды да жөнөтпөй жатабыз.
common_voice_ky_17415519.mp3	Айтып берип жатып да көзүнүн жашын тыя албай койду.
common_voice_ky_17415520.mp3	Ошонун баары кайсы бир кишинин колуна тийиши мүмкүн болчу.
common_voice_ky_17415531.mp3	Анткени ал бул суроого даяр эмес болчу.
common_voice_ky_17415532.mp3	Бул учурда ал дал ошол Атамбаевдин жагдайын оорлотот.
common_voice_ky_17415533.mp3	Жардам колун сунуу — бул жакшы нерсе, — деди ал.
common_voice_ky_17415535.mp3	Силер жазган мамлекетте жашабайм.
common_voice_ky_17679544.mp3	Бирок чын эле ушундайбы?
common_voice_ky_17679545.mp3	Бирок чечим ошол бойдон калтырылган.
common_voice_ky_17679547.mp3	Мен Боршайком чыгарган бардык талаптарды аткардым.
common_voice_ky_17679549.mp3	Оюнда жалгыз голду Ларс Штиндль киргизди.
common_voice_ky_17679553.mp3	Ал эми Бабанов бул күндү тарыхый деп атады.
common_voice_ky_17679554.mp3	Капыстан эле менин жүзүмө кимдир бирөө бир койду.
common_voice_ky_17679556.mp3	Ал эми бийлик Куткаруу армиясын террористтик уюм деп эсептөөдө.
common_voice_ky_17679557.mp3	Алар чогулуп алып чыгармачылык жана спорт менен алектенишет.
common_voice_ky_17679558.mp3	Бул жерде ток айланып велопедди арекетке келтирет.
common_voice_ky_17679565.mp3	Себеби аларды убактылуу окутканга алып келдик.
common_voice_ky_17679568.mp3	Президентте мынча акча кайдан?
common_voice_ky_17679569.mp3	Билдирме толтурууга өтө берейин.
common_voice_ky_17679570.mp3	Көпчүлүгү буга нааразы болуп жатышат, — деди Аспеков.
common_voice_ky_17679573.mp3	Балдарга иштөөгө тыюу салууга, Бакайдын ою боюнча, болбойт.
common_voice_ky_17679670.mp3	Алар анча алыс эмес, Келечек жаңы конушунда жашашат.
common_voice_ky_17679671.mp3	Бул үчүн элге марафон уюштурдук.
common_voice_ky_17679676.mp3	орг аталган гезитке шилтеме жасап жазып чыкакан.
common_voice_ky_17679679.mp3	Бирок, жактоочусун киргизген эмес.
common_voice_ky_17679696.mp3	Силерге бир эпизод тууралуу айтып берейин.
common_voice_ky_17679697.mp3	Анткени, каражатты бөлүп берүүнүн шарты ошондой болчу.
common_voice_ky_17679699.mp3	Сырткы паспорт алып жүрүү керек.
common_voice_ky_17679710.mp3	Айдоочу өзү жабыркаган жок.
common_voice_ky_17679711.mp3	Натыйжада Шохсана аларга каршы милицияга арыз жазган.
common_voice_ky_17679743.mp3	Анын беш баласы бар.
common_voice_ky_17679747.mp3	Казакстанга телефон чалганы үчүн.
common_voice_ky_17679764.mp3	Ал ошол учурда баарына ыңгайлуу фигура болчу.
common_voice_ky_17679765.mp3	Алардын коюп жаткан талаптары укуктук талаада каралат.
common_voice_ky_17679773.mp3	Памирге баруу идеясы мамлекетке таандык.
common_voice_ky_17679778.mp3	Ошондон улам өзүмө Сайхиросаки деген каймана ат ыйгаргам.
common_voice_ky_17681308.mp3	Бул жакта жашаган коркунучтуу болуп калды.
common_voice_ky_17681310.mp3	Жабырлануучу тарап Ош облустук сотко даттанат.
common_voice_ky_17681311.mp3	Ал жерде мага тиешелүү аткара турган жумуштарым бар.
common_voice_ky_17681317.mp3	Бул беренелер эмне жөнүндө?
common_voice_ky_17681319.mp3	Курулуш компаниясынын жетекчисине каршы кылмыш иши козголду.
common_voice_ky_17681320.mp3	Документтерибиздин баары жайында, — деп ишендирди Цой.
common_voice_ky_17681321.mp3	Сүйлөшүүлөрдүн жыйынтыгы жөнүндө азырынча эч нерсе айтыла элек.
common_voice_ky_17681337.mp3	Ошондой улуу инсанды койбой кимди коебуз?
common_voice_ky_17681338.mp3	Имарат эки кабаттуу болуп санылат.
common_voice_ky_17681339.mp3	Анткени ал жерде кылмышкерлерден тарта ар кандай адамдар бар.
common_voice_ky_17681340.mp3	Денесиндеги оор жаракаттардан Халмурзаев ооруканада каза болгон.
common_voice_ky_17681341.mp3	Ал эми сөз болуп жаткан мекемеде балдарды окутуу болбой калды.
common_voice_ky_17681353.mp3	Булганган сууну аргасыздан ичебиз.
common_voice_ky_17681354.mp3	Мындай ороолордо чогулткан балды сакташат.
common_voice_ky_17681359.mp3	Эмненин жана канча деңгээлде күйгөндүгү эртең белгилүү болот.
common_voice_ky_17948929.mp3	Эгерде өкмөт билбесе, анда биз эмне деп айта алабыз?
common_voice_ky_17948930.mp3	Казан ас десең асат, өзү отун жарат.
common_voice_ky_17948931.mp3	Айылдагы жалпы беш үйдүн төртөөсүн көчкү басып жок болгон.
common_voice_ky_17948932.mp3	Аграм болсо эки сунуш берген.
common_voice_ky_17948933.mp3	Бизде азыр андай акча жок.
common_voice_ky_17948934.mp3	Милиционерлер айылды көздөй басышты.
common_voice_ky_17948935.mp3	Платформа бир блог үчүн толугу менен тосмолонгон.
common_voice_ky_17948936.mp3	Анатолийдин агасы жашоосунун маанилүү бир бөлүгү болчу.
common_voice_ky_17948937.mp3	Калган ишти компания өзү аткарган, — деди Кулматов.
common_voice_ky_17948938.mp3	Биз бул нерсени тастыкталган маалымат деп атабайт элек.
common_voice_ky_17948939.mp3	Канчасы жаш балдар десем, булар бир гана чоңдору болгонун айтты.
common_voice_ky_17948940.mp3	Бирок орунбасарлыкка сунуштоо киргизүүнү сунуштайм.
common_voice_ky_17948941.mp3	Сот бүтсө эле Кыргызстанга кетебиз деп турабыз.
common_voice_ky_17948942.mp3	Биз альтернатива болсун деп өз талапкерибизди сунуш кылдык.
common_voice_ky_17948943.mp3	Исаков аны Бажы кызматынын төрага орун басарлык кызматынан алган.
common_voice_ky_17948949.mp3	Эки компания тең тендерсиз тандалып алынган.
common_voice_ky_17948950.mp3	Аларга ыңгайлуу бааны сунуштабасаң кайра кайтып келбей коюшат.
common_voice_ky_17948951.mp3	Биз мектеп ичинде гана эмес, анын сыртында да популярдуу болчубуз.
common_voice_ky_17948952.mp3	Сот жокко чыгарды, — деди Вахитов.
common_voice_ky_17948953.mp3	Депутаттар кайрадан Келин көрсөтүүсүнө көңүл бурушту.
common_voice_ky_17948954.mp3	Бул жердин азыркы көрүнүшү кандай болуп калды?
common_voice_ky_17948955.mp3	Бул үчүн мага эч нерсе төлөнбөйт.
common_voice_ky_17948956.mp3	Эдил болсо жайнап жаткан пластиктерди териши керек болчу.
common_voice_ky_17948957.mp3	Курман болгондордун көпчүлүгү — жергиликтүү тургундар.
common_voice_ky_17948958.mp3	Ал кандай чагымчыл аракеттердин болгондугун тактап айткан жок.
common_voice_ky_17948964.mp3	Судья жоопкерлердин мүлкүн камакка алды.
common_voice_ky_17948965.mp3	Узуну бир жарым метрлик таттууну үч киши үч саатта жасашкан.
common_voice_ky_17948966.mp3	Бул жакка мени таежем алып келди.
common_voice_ky_17948967.mp3	Андагы жардыруунун кубаты алты килитоннаны түзгөн.
common_voice_ky_17948968.mp3	Мен бул өлкөнү жана адамдарын жакшы көрөм, — деди ал.
common_voice_ky_17948969.mp3	Мурда чек ара аныкталган эмес болчу.
common_voice_ky_17948970.mp3	Окуянын себептери иликтенип жатат.
common_voice_ky_17948971.mp3	Үйүмдө тоогумдан башка жандыгым калган жок, — дейт Асатулла.
common_voice_ky_17948972.mp3	Кылбаган нерсени кылды деп мени күнөөлөп жатышат.
common_voice_ky_17948973.mp3	Эгер Андрейцев финалга чыкса, Мусаев коло байге үчүн күч сынашмак.
common_voice_ky_17948975.mp3	Ар ким өз милдетин өзү аткарат.
common_voice_ky_17948976.mp3	Лидер ким экендиги дароо эле көрүнөт да.
common_voice_ky_17948977.mp3	Кесептер кандай схемаларды колдонушат?
common_voice_ky_17948978.mp3	азыктануусуна бирден бир себеп болоорун эксперт баса белгиледи.
common_voice_ky_17948979.mp3	Озерное — Чүй облусунун Аламүдүн районуна караштуу айыл.
common_voice_ky_17948980.mp3	Акырында төлөй баарын жаба албай.
common_voice_ky_17948981.mp3	Алар жыйынга келбей калган себебин түшүндүрүшкөн жок.
common_voice_ky_17948982.mp3	Ошондон кийин мындай көчөттөрдү сатып алууну чечтик.
common_voice_ky_17948983.mp3	Бирок газ куюучу бекет ишин уланта берген.
common_voice_ky_18093167.mp3	Анын отставкага кетишинин себептери белгисиз.
common_voice_ky_18093168.mp3	Биз ал жакта отурганда бул жарандар келип, чабуул башташты.
common_voice_ky_18093169.mp3	Биз оор учурду бирге баштан кечирүү үчүн жардам сурайбыз.
common_voice_ky_18093170.mp3	Ага документтердин туура эмес толтурулганы себеп болгон.
common_voice_ky_18093171.mp3	Учурда мектеп окуучуларынын абалы канааттандырарлык, — деди ал.
common_voice_ky_18093173.mp3	Жоругуңар менен кара жерге киргиле эшектер.
common_voice_ky_18093174.mp3	Коомчулукта ар кандай кептер чыгууда.
common_voice_ky_18093175.mp3	Аялы күйөөм сабайт деген.
common_voice_ky_18093176.mp3	Сиз мени менен эмес, президенттин кеңешчилери менен кеңешесиз.
common_voice_ky_18093182.mp3	Учурда ал УКМКга караштуу тергөө изоляторунда камакта.
common_voice_ky_18093183.mp3	Окуянын себептери иликтенип жатат.
common_voice_ky_18093184.mp3	Автобус эптеп өз жолуна чыккандан кийин дүрбөлөң башталган.
common_voice_ky_18093185.mp3	Анткени чынында эле азыр биз кооптуу абалда жашап жаткандайбыз.
common_voice_ky_18093186.mp3	Мен үйлөндүм, бирок ажырашкан жокмун.
common_voice_ky_18093187.mp3	Бирок өкмөт аны өз убагында жасаганга жетишкен эмес.
common_voice_ky_18093188.mp3	Аны менен эксперттер алектенишет.
common_voice_ky_18093189.mp3	Прессасы жок өзүнчө отуруп сүйлөшүп алалык.
common_voice_ky_18093190.mp3	Ош базардагы жашоо уланууда.
common_voice_ky_18093191.mp3	Израил окуяны террордук чабуул деп тааныды.
common_voice_ky_18093197.mp3	Кыздын бутун жип менен байлап, ал эми баланы токмоктой башташкан.
common_voice_ky_18093198.mp3	Соңку айда УКМКнын дээрлик бардык жетекчилери алмашты.
common_voice_ky_18093199.mp3	Дал ушундай, жынысына карабай туруп.
common_voice_ky_18093200.mp3	Сот бүтсө эле Кыргызстанга кетебиз деп турабыз.
common_voice_ky_18093201.mp3	Турнир төрт категорияда өттү.
common_voice_ky_18093209.mp3	Бирок Кыргызстанда бул бир аз формалдуу.
common_voice_ky_18093210.mp3	Дагы бир куткаруучу оор абалда ооруканага түшкөн.
common_voice_ky_18093211.mp3	Оңдоо иштеринин баарын быйыл жайында бүтүрүү пландалууда.
common_voice_ky_18093212.mp3	Бул жакка мени таежем алып келди.
common_voice_ky_18093213.mp3	Көрсө тыңшагычты бизди тейлеген официант тиркеп кеткен экен.
common_voice_ky_18093227.mp3	Үчүнчү айлампадан кийин дебаттар өз соңуна чыкты.
common_voice_ky_18093228.mp3	Ал ошондой эле, ал жакта бомба бар же жогун билбейм деп айтты.
common_voice_ky_18093231.mp3	Чет тилде сөз айтканы үчүн.
common_voice_ky_18093232.mp3	Ал да кытай тектүү малай.
common_voice_ky_18093240.mp3	Анын эмчектеги баласы дагы бар.
common_voice_ky_18093241.mp3	Бирок таасир этүү аракетин көрбөйбүз, — деди Жээнбеков.
common_voice_ky_18093244.mp3	Ошондуктан ал өзүн ошентип көрсөттү, — деген Шевченко.
common_voice_ky_18093266.mp3	Кыздар өтө аз, аларды көздүн карегиндей сакташат.
common_voice_ky_18093267.mp3	Сүйүмбаев — экс президент Алмазбек Атамбаевдин жансакчысы.
common_voice_ky_18093268.mp3	Бул багытта штаб өкүлдөрү милицияга арыз менен кайрылышкан.
common_voice_ky_18093269.mp3	Үч үйдө эч ким болгон эмес.
common_voice_ky_18093270.mp3	Жол кырсыгынан төрт күн өткөн соң дагы эмне белгилүү?
common_voice_ky_18093282.mp3	азыктануусуна бирден бир себеп болоорун эксперт баса белгиледи.
common_voice_ky_18093283.mp3	Тайпалык баскычта Кыргызстандын каршылашы Катар болуп калган.
common_voice_ky_18093284.mp3	Баарыбыздын эле тынчыбыз кетип жатат.
common_voice_ky_18093285.mp3	Аларды алып келишсе мен эмне кылмакмын, билбейм.
common_voice_ky_18093286.mp3	Мен Памирдин тургундарына абдан боорум ооруду.
common_voice_ky_18431881.mp3	Тургундарга суу түтүктөр аркылуу барат.
common_voice_ky_18434623.mp3	Ал токтом мурдатан эле даярдалган деп эсептейт.
common_voice_ky_18434624.mp3	Алардын абалы орто деп бааланууда.
common_voice_ky_18434637.mp3	Иште кылмыштын курамы жок.
common_voice_ky_18434654.mp3	Ал эми таптакыр көчпөйбүз деп тургандардын саны да арбын.
common_voice_ky_18434656.mp3	Текшерүү жарым сааттай созулду.
common_voice_ky_18434664.mp3	Демек, айымдарга ишеним аз.
common_voice_ky_18434665.mp3	Депутаттар добуштардын көпчүлүгү менен эмнелерди кыла алышат?
common_voice_ky_18434673.mp3	Инсанат эл аралык фондунун президенти Өмурбек Эгембердиев кирет.
common_voice_ky_18434679.mp3	Бул факт абдан кубандырат жана бул алгачкы кадам, — деди Исаков.
common_voice_ky_18434681.mp3	Нунес менен Шевченко өткөн жылдын март айында мушташка чыгышкан.
common_voice_ky_18434697.mp3	Айдоочу дагы ооруканага жеткирилген.
common_voice_ky_18434698.mp3	Жөө өтмөктөн окуучуларды сүзгөн окуя коомчулукта чуу жараткан.
common_voice_ky_18434699.mp3	Долбоор боюнча камералар акысыз орнотулат.
common_voice_ky_18434703.mp3	Алар түркчө сүйлөсө деле кыргызча сүйлөп атабыз дешет.
common_voice_ky_18434724.mp3	Өкмөт бул каражаттарды башкаруу үчүн атайын фонд түздү.
common_voice_ky_18434734.mp3	Мындай мамлекетте канча курал болгонун элестете аласыңарбы?
common_voice_ky_18434736.mp3	Мен уктап, китептерди окуйм.
common_voice_ky_18434743.mp3	Дагы бир үйгө анын жакын кесиптеши Зафар Айдаров ээлик кылат.
common_voice_ky_18434749.mp3	Экинчи орунга Казакстан, үчүнчү орунга Кытай ээ болду.
common_voice_ky_18434751.mp3	Аялдар жаңжалдын маанисин анча түшүнбөй жаткандыктарын айтышууда.
common_voice_ky_18434767.mp3	Маркумдун үйүндө милиция бир жашар баланы тапкан.
common_voice_ky_18434771.mp3	Достук матчтарынын эми салмагы жеңил болуп калат.
common_voice_ky_18434798.mp3	Кылмыш ишинде күнөө далилденген жок.
common_voice_ky_18434799.mp3	Ошондо бизди кандай өзгөрүүлөр күтүп атат?
common_voice_ky_18434800.mp3	Эртели кеч анын командасы муну өз пайдасына утуп алат.
common_voice_ky_18434812.mp3	Бизге парламенттен кат түрүндөгү эч бир түшүндүрмө берилген жок.
common_voice_ky_18434814.mp3	Бөлмөлөрдө көпөлөктөр пайда болду.
common_voice_ky_18434816.mp3	Ошондо мени кабинетке эки же үч саатка камап коюшту, — деди ал.
common_voice_ky_18434827.mp3	Оштогу индиялык студенттер эмнеге нааразы?
common_voice_ky_18434828.mp3	Мыйзамда белгиленген убакта же камалып, же акталыш керек да.
common_voice_ky_18434836.mp3	Расмий себеби — мамлекетке зыян келтиргендиги үчүн.
common_voice_ky_18434838.mp3	Идеямдын максаты болуп сувенир буюмдарды жасоо.
common_voice_ky_18434841.mp3	Элдер программаны түшүнүп, аны экиге бөлүп алуусу үчүн даярдалган.
common_voice_ky_18434844.mp3	Өрткө бөгөт коюу иштерине жалпы үч бөлүм тартылды.
common_voice_ky_18434846.mp3	Бирок революция болуп кеткенден кийин ал ишке ашпай калган.
common_voice_ky_18434854.mp3	Алардын көбү асыл тукум.
common_voice_ky_18434855.mp3	Алардын арасында Ирина Карамушкина да бар болчу.
common_voice_ky_18434856.mp3	Маалыматка ылайык, жол кыймылы көчкү коркунучунан улам жабылды.
common_voice_ky_18434873.mp3	Тилекке каршы, коюлган талаптар ошол бойдон калган, — деди ал.
common_voice_ky_18434905.mp3	Учурда ал убактылуу кармоо изоляторунда камакта.
common_voice_ky_18434906.mp3	Карабеков өзүнүн макаласында .
common_voice_ky_18434907.mp3	Акыркы суроо хижапка тыюу салуу жөнүндө болду.
common_voice_ky_18434908.mp3	Кандай пайда болмок эле?
common_voice_ky_18435904.mp3	Бирок алар өздөрүндө басма сөз жыйынын өткөрүп жатышат.
common_voice_ky_18435910.mp3	Кантип алар кызымды бөлүмдүн ичинде өлтүртүүгө жол беришти?
common_voice_ky_18437030.mp3	Не выяснив ничего,не зная о подробностях судить очень даже легко.
common_voice_ky_18437042.mp3	Бактарды кыюу иштери парктын беш сотых жеринде жүргөн.
common_voice_ky_18437048.mp3	Дамбада көзгөатарлар отурушат, — деди ал.
common_voice_ky_18437099.mp3	А алар болсо дайыма кийинкиге жылдырышат.
common_voice_ky_17835059.mp3	Бул акыркы айда коалиция түзүү боюнча экинчи жолку аракет.
common_voice_ky_17835060.mp3	Шаршемби күнү баары белгилүү болот.
common_voice_ky_17835061.mp3	Ал жакта дайыма кимдир бирөө мени союп кетем деп жүргөн.
common_voice_ky_17835062.mp3	Жумакадыров менен кошо анын эки жардамчысы каза болгон.
common_voice_ky_17835063.mp3	Анткени чынында эле азыр биз кооптуу абалда жашап жаткандайбыз.
common_voice_ky_17835064.mp3	Алар ойлогондой бул мода дагы, искусство дагы эмес.
common_voice_ky_17835065.mp3	Протоколдо бул тууралуу жазуу жок.
common_voice_ky_17835066.mp3	Алтын уурдагандар шаарга көчүп, үй курушат.
common_voice_ky_17835067.mp3	Жолдошу, беш баласы бар.
common_voice_ky_17835068.mp3	Биздин айылда сегиз класстык бир мектеп бар.
common_voice_ky_17835069.mp3	Биз башка эрежелер менен жашайбыз.
common_voice_ky_17835070.mp3	Айтымында, ал азыркы аялы менен бактылуу жашап жатат.
common_voice_ky_17835071.mp3	Ош шаардык милициясы окуяны кокустук деп каттоого алган.
common_voice_ky_17835072.mp3	Биздин кескин сындарыбыз айтылды.
common_voice_ky_17835073.mp3	Калыс үч мүнөт кошту.
common_voice_ky_17835074.mp3	Эң башкысы алар коомдук тартипти бузбашы керегин баса белгиледи.
common_voice_ky_17835075.mp3	Ульяна Симагина Ош шаарынын тургуну.
common_voice_ky_17835076.mp3	Элчи кыргыз бийлиги тиешелүү чара көрөт деп үмүттөнөт.
common_voice_ky_17835077.mp3	Эки күн Кичи Памирде, дагы эки күн Улуу Памирде болдук.
common_voice_ky_17835078.mp3	Суунун жоктугу көйгөйдү жаратты.
common_voice_ky_17835079.mp3	Анда орус жана англис тилинен кыргыз тилине которууга болот.
common_voice_ky_17835080.mp3	Бирок милиция кызматкерлери аларды автобустан узакташтырышты.
common_voice_ky_17835081.mp3	Унааны ширетүүдө жана сырдоодо ага достору жардамдашкан.
common_voice_ky_17835082.mp3	Ал атайын окутуу курсунан өтүп, лицензия алган.
common_voice_ky_17835083.mp3	Майда иштер менен алар алектенбеши керек, — деди Касымалиева.
common_voice_ky_17835084.mp3	Анын отставкага кетишинин себептери белгисиз.
common_voice_ky_17835085.mp3	Өзбек башчысы кыргыз элине татыктуу башчыны шайлап алууну каалады.
common_voice_ky_17835086.mp3	Бул мага дагы да аракет кылууга дем берди.
common_voice_ky_17835087.mp3	Озерное — Чүй облусунун Аламүдүн районуна караштуу айыл.
common_voice_ky_17835088.mp3	Анда бизге акча да төлөнчү эмес.
common_voice_ky_17835089.mp3	Ал өзү билимсиз калып жатпайбы.
common_voice_ky_17835090.mp3	Президентке Түркиядан баштапкы медициналык текшерүү өткөрүлгөн.
common_voice_ky_17835091.mp3	Иш боюнча бардык зарыл экспертизалар дайындалды.
common_voice_ky_17835092.mp3	Иштин материалдары УКМКга башкы прокуратурадан түшкөн.
common_voice_ky_17835093.mp3	Анан кичине кайгылуу болот.
common_voice_ky_17835094.mp3	Бирок, келгиле, жалгандан кайталы.
common_voice_ky_17835095.mp3	Кечеки күнгө чейин баш тартуу келген эмес, — деп кошумчалады ал.
common_voice_ky_17835096.mp3	Ош шаарындагы дезинфекциялык бекети кичинекей эле ишкана.
common_voice_ky_17835097.mp3	Мен мигранттар менен сүйлөшүп жатып көптөгөн тагдырларды уктум.
common_voice_ky_17835098.mp3	Себеби баары орус тилинде түшүндүрө алат.
common_voice_ky_17835099.mp3	Бирок алар кошумча убакыт ичинде гана гол киргизүүгө жетишти.
common_voice_ky_17835100.mp3	Айдоочу кырсык болгон жерден көз жумуп, үч жүргүнчү ооруканада.
common_voice_ky_17835101.mp3	Сыртынан караганда ал элүүгө чыгып калган.
common_voice_ky_17835102.mp3	Бул Кулматов УКМКга суракка чакыргандан кийин болду.
common_voice_ky_17835103.mp3	Португалия эки катарга ылдыйлап алтынчы болуп калган.
common_voice_ky_17835105.mp3	Мен өткүчөктү автоунаанын алдында кала жаздадым.
common_voice_ky_17835106.mp3	Максим Бакиевдин адвокатына лицензияны узартып берүү
common_voice_ky_17835107.mp3	Анан эркектер социалдык маселелерге көңүл бурушпайт.
common_voice_ky_17835108.mp3	Алар экөө тең Убактылуу кармоо абагында.
common_voice_ky_17835109.mp3	Бардыгы бирдей жооп берет, — деди Жээнбеков.
common_voice_ky_17835110.mp3	Адаттагыдай эле анын бул наам үчүн атаандашы Лионель Месси болду.
common_voice_ky_17835111.mp3	Анжиян вилайетинин борборун Ош шаарына көчүрүп келген.
common_voice_ky_17835112.mp3	Алардан менин айырмам — өлкөдө төрт мезгилге тең күбө болгонум.
common_voice_ky_17835114.mp3	Алда канча коркунучтуу нерсе — добуштарды сатып алуу.
common_voice_ky_17835115.mp3	Мен тезинен камерамды ырастадым, ошол убакта старт берилди.
common_voice_ky_17835116.mp3	Материалдын түп нускасы Азаттык үналгысынын сайтында жарыяланган.
common_voice_ky_17835117.mp3	Силер бизди уят кылып жатасыңар!
common_voice_ky_17835118.mp3	Анын кызматтан кетүүсүн КСДП сунуштаган.
common_voice_ky_17835119.mp3	Жолдошум Рой менен жумушта таанышканбыз.
common_voice_ky_17835120.mp3	Үй ээси мени көрүп, мени менен кармашып кетти.
common_voice_ky_17835121.mp3	Төрагасы ким экенин да билбейм.
common_voice_ky_17835122.mp3	Ал жакта султан боло албайсың.
common_voice_ky_17835123.mp3	Алар Өзбекстандын Янгикурган милиция бөлүмүндө кармалып турушкан.
common_voice_ky_18016477.mp3	Алар окушу керек да, туурабы?
common_voice_ky_18016478.mp3	Ал тизмеде Кыргызстан сап башына жазылган.
common_voice_ky_18016479.mp3	Биздин музейдеги иштерибиз ары калып эле ошолорду тазаладык.
common_voice_ky_18016480.mp3	Депутаттардн көпчүлүгү ал кезде мындай демилгеге каршы чыккан.
common_voice_ky_18020760.mp3	Беттештен уткан корозду асманга бирөө көкөлөтө ыргытып жиберди.
common_voice_ky_18020761.mp3	Мен натыйжада президенттин көз жашын көргүм келип жатат.
common_voice_ky_18020762.mp3	Бул жактагы камералар кармоо режими менен айырмаланып турушат.
common_voice_ky_18020763.mp3	Учурда Бишкек — Ош каттамдары кармалып турат.
common_voice_ky_18020764.mp3	Кумтөр — Кыргызстандагы эң эле ири алтын кени.
common_voice_ky_18020767.mp3	Анын айтымында, залдагы машыгуулар оор деле эмес.
common_voice_ky_18020768.mp3	Жол кырсыгынын себептери аныкталууда.
common_voice_ky_18020769.mp3	Ал дайыма Кыргызстан — жалпыбыздын үйүбүз деп айтчу.
common_voice_ky_18020770.mp3	Шаршемби күнү баары белгилүү болот.
common_voice_ky_18020771.mp3	Эмне үчүн силер менин Конституциялык укугумду чектеп жатасыңар?
common_voice_ky_18020772.mp3	Мага эч ким чалган жок.
common_voice_ky_18020773.mp3	Бирок милиция кызматкерлери аларды автобустан узакташтырышты.
common_voice_ky_18020774.mp3	Орусиялыктар Жер ортолук жана Кара деңиздерде эс алышат.
common_voice_ky_18020775.mp3	Өздөрү аны кыла алышпайт да.
common_voice_ky_18020776.mp3	Уюштуруучулар бул флэшмоб экенине таянып жатышат.
common_voice_ky_18020777.mp3	Анткени ошол акчанын теги да күмөндүү болгон.
common_voice_ky_18020778.mp3	Өлүмгө кан тамырдын үзүлүшү себеп болгон.
common_voice_ky_18020779.mp3	Биз башчыны тандаган эмеспиз, анын ордуна тойдо жүрдүк.
common_voice_ky_18020780.mp3	Мына, пиццеристтикти окуп бүткөндөн кийин кетем.
common_voice_ky_18020781.mp3	Акт Кыргызстанда гомофобиянын күчөшүнүн фонунда жазылган.
common_voice_ky_18020782.mp3	Үйдү жаңы эле оңдоп бүткөнбүз.
common_voice_ky_18020783.mp3	Кадырбек Досонов уюшкан кылмыштуу топтун башчысы болгон.
common_voice_ky_18020784.mp3	Быйылкысы мааракелүү — онунчусу болду.
common_voice_ky_18020785.mp3	Негизи коалициялык көпчүлүк жакшыраак иштеши керек эле.
common_voice_ky_18020786.mp3	Полиция токтотуп калабы деп корктук.
common_voice_ky_18020787.mp3	Биздин атайын кызматтар бул маселеге көз салышууда.
common_voice_ky_18020788.mp3	Эч кандай душманы жок болчу.
common_voice_ky_18020789.mp3	Ош шаардык милициясы окуяны кокустук деп каттоого алган.
common_voice_ky_18020790.mp3	Алар ыраазы же ыраазы эмеспиз деп баалашат, — дейт Аль Разуки.
common_voice_ky_18020791.mp3	Бул аргасыз жагдай болууда, — деди Эшенбаев.
common_voice_ky_18020792.mp3	Азырынча ИИМдин полковнигинин өлтүрүлүшүнүн себептери белгисиз.
common_voice_ky_18020793.mp3	Анда бул жаныбарларды көбөйтүү пландары иштелип чыкмакчы.
common_voice_ky_18020794.mp3	Коомчулукта ар кандай кептер чыгууда.
common_voice_ky_18020795.mp3	Митингдин катышуучулары УКМКнын имаратына барышты.
common_voice_ky_18020796.mp3	Албетте, айдоочу коркуп кеткен.
common_voice_ky_18020797.mp3	Ашуров болотту ээритип, ширетип, калыпка салат.
common_voice_ky_18020798.mp3	Айрым адамдар үчүн башкалка алардын акыркы жайы болуп эсептелет.
common_voice_ky_18020799.mp3	Мындан тышкары, ал Конституцияны өзгөртүүнү көздөп жатат.
common_voice_ky_18020800.mp3	Алардын бирөөсү ошол эле күнү каза болгон.
common_voice_ky_18020801.mp3	Күнөөлүү адамдарды аныктайбыз, — деген ал.
common_voice_ky_18020802.mp3	Мындай кылган болбойт, — деди ал.
common_voice_ky_18020803.mp3	Бирок бул иштин материалдарын жоготуп жиберишкен.
common_voice_ky_18020804.mp3	Бирок абоненттик төлөм жөнүндө бир да сөз болгон жок.
common_voice_ky_18020805.mp3	Баштапкы баскычында эле, — деди ал.
common_voice_ky_18020806.mp3	Төрт оор атлетчинин анализинен допинг табылган.
common_voice_ky_18020807.mp3	Анан баштыкты ачып жыттап көрүшкөн.
common_voice_ky_18020808.mp3	Биз кантсе да муну мындан ары деле талкуулагыбыз келет.
common_voice_ky_18020809.mp3	Коомдук желелерден мындай маалыматтар көп эле учуратууга болот.
common_voice_ky_18020810.mp3	Сот жокко чыгарды, — деди Вахитов.
common_voice_ky_18020811.mp3	Анан эркектер социалдык маселелерге көңүл бурушпайт.
common_voice_ky_18020812.mp3	Анын сөзү да Шаршеевди ынандырган эмес.
common_voice_ky_18020813.mp3	Эч кандай акча, доллар, миллион тууралуу сөз болгон эмес.
common_voice_ky_18020814.mp3	Калган сегиз киши жергиликтүү тургундар болгон.
